Cell Type,Bait,Hit,Bait.ensg,Hit.ensg,Bait.name,Hit.name,Sum TIC,Spectra,% Coverage
3T3,Nphp4,SP|A1BN54|A1BN54_MOUSE,ENSMUSG00000039577,ENSMUSG00000015143,Nphp4,Actn1,13000.0,2,2.5
3T3,Nphp4,SP|A2A873|A2A873_MOUSE,ENSMUSG00000039577,ENSMUSG00000039577,Nphp4,Nphp4,24000000.0,538,31.3
3T3,Nphp4,SP|P38647|GRP75_MOUSE,ENSMUSG00000039577,ENSMUSG00000024359,Nphp4,Hspa9,16000.0,4,5.4
3T3,Nphp4,SP|Q6S385|Q6S385_MOUSE,ENSMUSG00000039577,ENSMUSG00000022565,Nphp4,Plec,1200000.0,125,27.5
3T3,Nphp4,SP|Q3TRK3|Q3TRK3_MOUSE,ENSMUSG00000039577,ENSMUSG00000034675,Nphp4,Dbn1,16000.0,3,18.8
3T3,Nphp4,SP|Q9Z2T6|KRT85_MOUSE,ENSMUSG00000039577,ENSMUSG00000023039,Nphp4,Krt7,660000.0,21,4.4
3T3,Nphp4,SP|Q9QZ83|Q9QZ83_MOUSE,ENSMUSG00000039577,ENSMUSG00000062825,Nphp4,Actg1,330000.0,15,61.6
3T3,Nphp4,SP|A2AM91|A2AM91_MOUSE,ENSMUSG00000039577,ENSMUSG00000031328,Nphp4,Flna,55000.0,9,7.4
3T3,Nphp4,SP|Q8VED5|Q8VED5_MOUSE,ENSMUSG00000039577,ENSMUSG00000061397,Nphp4,Krt79,510000.0,13,8.1
3T3,Nphp4,SP|P26443|DHE3_MOUSE,ENSMUSG00000039577,ENSMUSG00000021794,Nphp4,Glud1,28000.0,5,3.9
3T3,Nphp4,SP|A2A4G4|A2A4G4_MOUSE,ENSMUSG00000039577,ENSMUSG00000045545,Nphp4,Krt14,470000.0,32,25.2
3T3,Nphp4,SP|Q3UV17|Q3UV17_MOUSE,ENSMUSG00000039577,ENSMUSG00000075402,Nphp4,Krt76,1700000.0,16,10.3
3T3,Nphp4,SP|Q99104|MYO5A_MOUSE,ENSMUSG00000039577,ENSMUSG00000034593,Nphp4,Myo5a,150000.0,19,9.7
3T3,Nphp4,SP|A2AL35|A2AL35_MOUSE,ENSMUSG00000039577,ENSMUSG00000026879,Nphp4,Gsn,99000.0,15,13.1
3T3,Nphp4,SP|P97350|PKP1_MOUSE,ENSMUSG00000039577,ENSMUSG00000026413,Nphp4,Pkp1,39000.0,4,3.2
3T3,Nphp4,SP|P50446|K2C6A_MOUSE,ENSMUSG00000039577,ENSMUSG00000058354,Nphp4,Krt6a,150000.0,15,31.5
3T3,Nphp4,SP|P63017|HSP7C_MOUSE,ENSMUSG00000039577,ENSMUSG00000015656,Nphp4,Hspa8,520000.0,61,64.7
3T3,Nphp4,SP|P60710|ACTB_MOUSE,ENSMUSG00000039577,ENSMUSG00000029580,Nphp4,Actb,8900000.0,177,71.2
3T3,Nphp4,SP|A2A4G6|A2A4G6_MOUSE,ENSMUSG00000039577,ENSMUSG00000035557,Nphp4,Krt17,56000.0,5,24.0
3T3,Nphp4,SP|A5JUZ1|A5JUZ1_MOUSE,ENSMUSG00000039577,ENSMUSG00000020460,Nphp4,Rps27a,72000.0,7,16.0
3T3,Nphp5,SP|Q3UHQ5|Q3UHQ5_MOUSE,ENSMUSG00000022837,ENSMUSG00000041638,Nphp5,Gcn1l1,7400.0,2,4.5
3T3,Nphp5,SP|Q3SYP5|Q3SYP5_MOUSE,ENSMUSG00000022837,ENSMUSG00000053797,Nphp5,Krt16,14000.0,3,10.2
3T3,Nphp5,SP|P28301|LYOX_MOUSE,ENSMUSG00000022837,ENSMUSG00000024529,Nphp5,Lox,160000.0,10,16.8
3T3,Nphp5,SP|A2APS1|A2APS1_MOUSE,ENSMUSG00000022837,ENSMUSG00000027378,Nphp5,Nphp1,7200000.0,175,63.4
3T3,Nphp5,SP|Q8VHX6|FLNC_MOUSE,ENSMUSG00000022837,ENSMUSG00000068699,Nphp5,Flnc,160000.0,17,7.7
3T3,Nphp5,SP|A1L0X5|A1L0X5_MOUSE,ENSMUSG00000022837,ENSMUSG00000050463,Nphp5,Krt78,220000.0,10,1.8
3T3,Nphp5,SP|Q6IME9|Q6IME9_MOUSE,ENSMUSG00000022837,ENSMUSG00000056605,Nphp5,Krt72-ps,26000.0,4,6.0
3T3,Nphp5,SP|Q3UHT9|Q3UHT9_MOUSE,ENSMUSG00000022837,ENSMUSG00000022443,Nphp5,Myh9,180000.0,16,12.4
3T3,Nphp5,SP|Q3U1G4|Q3U1G4_MOUSE,ENSMUSG00000022837,ENSMUSG00000036435,Nphp5,Exoc1,29000.0,4,3.4
3T3,Nphp5,SP|O09061|PSB1_MOUSE,ENSMUSG00000022837,ENSMUSG00000014769,Nphp5,Psmb1,12000.0,3,11.7
3T3,Nphp5,SP|Q6NXH9|Q6NXH9_MOUSE,ENSMUSG00000022837,ENSMUSG00000063661,Nphp5,Krt73,150000.0,6,11.1
3T3,Nphp5,SP|Q3UH59|Q3UH59_MOUSE,ENSMUSG00000022837,ENSMUSG00000020900,Nphp5,Myh10,630000.0,40,21.9
3T3,Nphp5,SP|Q2YDV7|Q2YDV7_MOUSE,ENSMUSG00000022837,ENSMUSG00000021910,Nphp5,Nisch,28000.0,3,12.1
3T3,Nphp5,SP|P04104|K2C1_MOUSE,ENSMUSG00000022837,ENSMUSG00000046834,Nphp5,Krt1,2100000.0,66,6.6
3T3,Nphp5,SP|P57780|ACTN4_MOUSE,ENSMUSG00000022837,ENSMUSG00000054808,Nphp5,Actn4,29000.0,5,17.3
3T3,Nphp5,SP|Q3TTY5|K22E_MOUSE,ENSMUSG00000022837,ENSMUSG00000064201,Nphp5,Krt2,480000.0,24,8.8
3T3,Nphp5,SP|Q4VC16|Q4VC16_MOUSE,ENSMUSG00000022837,ENSMUSG00000026615,Nphp5,Eprs,130000.0,9,6.7
3T3,Nphp5,SP|P14873|MAP1B_MOUSE,ENSMUSG00000022837,ENSMUSG00000052727,Nphp5,Mtap1b,45000.0,6,2.0
3T3,Nphp5,SP|A2A4H7|A2A4H7_MOUSE,ENSMUSG00000022837,ENSMUSG00000001552,Nphp5,Jup,31000.0,5,7.5
3T3,Nphp5,SP|Q8CG73|FTM_MOUSE,ENSMUSG00000022837,ENSMUSG00000033282,Nphp5,Nphp8,200000.0,20,16.6
3T3,Nphp5,SP|Q9ERG2|STRN3_MOUSE,ENSMUSG00000022837,ENSMUSG00000020954,Nphp5,Strn3,18000.0,2,2.8
3T3,Nphp5,SP|A2BDV8|A2BDV8_MOUSE,ENSMUSG00000022837,ENSMUSG00000045427,Nphp5,Hnrnph2,30000.0,3,3.8
3T3,Nphp5,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000022837,ENSMUSG00000061527,Nphp5,Krt5,2400000.0,54,20.8
3T3,Nphp5,SP|O70435|PSA3_MOUSE,ENSMUSG00000022837,ENSMUSG00000060073,Nphp5,Psma3,66000.0,9,25.7
3T3,Nphp5,SP|Q6P9L1|Q6P9L1_MOUSE,ENSMUSG00000022837,ENSMUSG00000013629,Nphp5,Cad,66000.0,7,4.6
3T3,Nphp5,SP|Q6S385|Q6S385_MOUSE,ENSMUSG00000022837,ENSMUSG00000022565,Nphp5,Plec,2600000.0,147,21.4
3T3,Nphp5,SP|A2AM91|A2AM91_MOUSE,ENSMUSG00000022837,ENSMUSG00000031328,Nphp5,Flna,90000.0,8,7.0
3T3,Nphp5,SP|P68369|TBA1A_MOUSE,ENSMUSG00000022837,ENSMUSG00000072235,Nphp5,Tuba1a,170000.0,13,24.6
3T3,Nphp5,SP|A2CFA7|A2CFA7_MOUSE,ENSMUSG00000022837,ENSMUSG00000018286,Nphp5,Psmb6,49000.0,3,13.0
3T3,Nphp5,SP|Q3UV17|Q3UV17_MOUSE,ENSMUSG00000022837,ENSMUSG00000075402,Nphp5,Krt76,930000.0,16,6.4
3T3,Nphp5,SP|Q02819|NUCB1_MOUSE,ENSMUSG00000022837,ENSMUSG00000030824,Nphp5,Nucb1,20000.0,4,14.5
3T3,Nphp5,SP|P63017|HSP7C_MOUSE,ENSMUSG00000022837,ENSMUSG00000015656,Nphp5,Hspa8,2700000.0,120,65.5
3T3,Nphp5,SP|A5JUZ1|A5JUZ1_MOUSE,ENSMUSG00000022837,ENSMUSG00000020460,Nphp5,Rps27a,160000.0,7,16.0
3T3,Nphp5,SP|Q5F4T7|Q5F4T7_MOUSE,ENSMUSG00000022837,ENSMUSG00000055204,Nphp5,Ankrd17,13000.0,3,1.6
3T3,Nphp5,SP|Q6A078|CE290_MOUSE,ENSMUSG00000022837,ENSMUSG00000019971,Nphp5,Nphp6,10000000.0,338,49.6
3T3,Nphp5,SP|Q3UDS4|Q3UDS4_MOUSE,ENSMUSG00000022837,ENSMUSG00000005803,Nphp5,Sqrdl,32000.0,4,7.1
3T3,Nphp5,SP|Q3THB3|Q3THB3_MOUSE,ENSMUSG00000022837,ENSMUSG00000059208,Nphp5,Hnrnpm,200000.0,26,31.5
3T3,Nphp5,SP|Q07113|MPRI_MOUSE,ENSMUSG00000022837,ENSMUSG00000023830,Nphp5,Igf2r,26000.0,3,1.2
3T3,Nphp5,SP|Q2M1G8|Q2M1G8_MOUSE,ENSMUSG00000022837,ENSMUSG00000053654,Nphp5,Krt42,240000.0,18,17.3
3T3,Nphp5,SP|P62204|CALM_MOUSE,ENSMUSG00000022837,ENSMUSG00000036438,Nphp5,Calm3,80000.0,6,30.2
3T3,Nphp5,SP|A3KGU5|A3KGU5_MOUSE,ENSMUSG00000022837,ENSMUSG00000057738,Nphp5,Spna2,110000.0,13,8.1
3T3,Nphp5,SP|A2A513|A2A513_MOUSE,ENSMUSG00000022837,ENSMUSG00000019761,Nphp5,Krt10,2500000.0,94,22.3
3T3,Nphp5,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000022837,ENSMUSG00000026864,Nphp5,Hspa5,840000.0,63,47.5
3T3,Nphp5,SP|A2A4G1|A2A4G1_MOUSE,ENSMUSG00000022837,ENSMUSG00000054146,Nphp5,Krt15,320000.0,10,7.5
3T3,Nphp5,SP|Q80X90|FLNB_MOUSE,ENSMUSG00000022837,ENSMUSG00000025278,Nphp5,Flnb,65000.0,7,4.9
3T3,Nphp5,SP|P68372|TBB2C_MOUSE,ENSMUSG00000022837,ENSMUSG00000036752,Nphp5,Tubb2c,19000.0,3,24.9
3T3,Nphp5,SP|Q3UM23|Q3UM23_MOUSE,ENSMUSG00000022837,ENSMUSG00000038650,Nphp5,Rnh1,93000.0,8,13.6
3T3,Nphp5,SP|Q62261|SPTB2_MOUSE,ENSMUSG00000022837,ENSMUSG00000020315,Nphp5,Spnb2,80000.0,11,6.2
3T3,Nphp5,SP|A1E2B8|A1E2B8_MOUSE,ENSMUSG00000022837,ENSMUSG00000067283,Nphp5,Hspa1a,17000.0,4,
3T3,Nphp5,SP|Q3TW93|Q3TW93_MOUSE,ENSMUSG00000022837,ENSMUSG00000024359,Nphp5,Hspa9,100000.0,11,16.8
3T3,Nphp5,SP|A2A873|A2A873_MOUSE,ENSMUSG00000022837,ENSMUSG00000039577,Nphp5,Nphp4,11000000.0,260,26.1
3T3,Nphp5,SP|A1BN54|A1BN54_MOUSE,ENSMUSG00000022837,ENSMUSG00000015143,Nphp5,Actn1,73000.0,12,7.8
3T3,Nphp5,SP|P11499|HS90B_MOUSE,ENSMUSG00000022837,ENSMUSG00000023944,Nphp5,Hsp90ab1,22000.0,5,15.8
3T3,Nphp5,SP|O55234|PSB5_MOUSE,ENSMUSG00000022837,ENSMUSG00000022193,Nphp5,Psmb5,14000.0,3,11.8
3T3,Nphp5,SP|Q9QUM9|PSA6_MOUSE,ENSMUSG00000022837,ENSMUSG00000021024,Nphp5,Psma6,46000.0,4,17.5
3T3,Nphp5,SP|Q3U1J4|DDB1_MOUSE,ENSMUSG00000022837,ENSMUSG00000024740,Nphp5,Ddb1,34000.0,6,5.4
3T3,Nphp5,SP|P29416|HEXA_MOUSE,ENSMUSG00000022837,ENSMUSG00000025232,Nphp5,Hexa,150000.0,8,13.4
3T3,Nphp5,SP|P99024|TBB5_MOUSE,ENSMUSG00000022837,ENSMUSG00000001525,Nphp5,Tubb5,260000.0,28,23.4
3T3,Nphp5,SP|P26443|DHE3_MOUSE,ENSMUSG00000022837,ENSMUSG00000021794,Nphp5,Glud1,6300.0,2,3.9
3T3,Nphp5,SP|A2A4G4|A2A4G4_MOUSE,ENSMUSG00000022837,ENSMUSG00000045545,Nphp5,Krt14,130000.0,16,18.0
3T3,Nphp5,SP|Q7TN13|Q7TN13_MOUSE,ENSMUSG00000022837,ENSMUSG00000013629,Nphp5,Cad,20000.0,2,4.6
3T3,Nphp5,SP|P60710|ACTB_MOUSE,ENSMUSG00000022837,ENSMUSG00000029580,Nphp5,Actb,630000.0,35,49.6
3T3,Nphp5,SP|Q8BP00|IQCB1_MOUSE,ENSMUSG00000022837,ENSMUSG00000022837,Nphp5,Nphp5,56000000.0,447,56.5
3T3,Nphp5,SP|P63037|DNJA1_MOUSE,ENSMUSG00000022837,ENSMUSG00000028410,Nphp5,Dnaja1,14000.0,3,11.1
IMCD3,Nphp2,UC|1346343SP|P04264|K2C1_HUMAN,ENSMUSG00000028344,ENSG00000167768,Nphp2,KRT1,1013000.0,104,
IMCD3,Nphp2,SP|A0JNT0|A0JNT0_MOUSE,ENSMUSG00000028344,ENSMUSG00000028344,Nphp2,Nphp2,29000.0,7,
IMCD3,Nphp2,UC|547749SP|P13645|K1CJ_HUMAN,ENSMUSG00000028344,ENSG00000186395,Nphp2,KRT10,738000.0,77,
IMCD3,Nphp2,UC|254622|BBS|112352,ENSMUSG00000028344,Keratin,Nphp2,Keratin,133000.0,25,
IMCD3,Nphp2,UC|1082558|PIR||S41161,ENSMUSG00000028344,ENSG00000171403,Nphp2,KRT9,334000.0,40,
IMCD3,Nphp2,SP|P38647|GRP75_MOUSE,ENSMUSG00000028344,ENSMUSG00000024359,Nphp2,Hspa9,8100.0,3,
IMCD3,Nphp2,UC|125105SP|P13647|K2C5_HUMAN,ENSMUSG00000028344,ENSG00000186081,Nphp2,KRT5,20300.0,5,
IMCD3,Nphp2,SP|A2AM57|A2AM57_MOUSE,ENSMUSG00000028344,ENSMUSG00000028344,Nphp2,Nphp2,29700000.0,709,
IMCD3,Nphp2,UC|P02769|ALBU_BOVIN,ENSMUSG00000028344,ENSBTAG00000017121,Nphp2,BSA,4270000.0,288,
IMCD3,Nphp2,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000028344,ENSMUSG00000026864,Nphp2,Hspa5,16000.0,4,
IMCD3,Nphp2,SP|P63017|HSP7C_MOUSE,ENSMUSG00000028344,ENSMUSG00000015656,Nphp2,Hspa8,4100000.0,177,
IMCD3,Nphp2,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000028344,ENSMUSG00000061527,Nphp2,Krt5,8600.0,2,
IMCD3,Nphp2,SP|Q8BP00|IQCB1_MOUSE,ENSMUSG00000028344,ENSMUSG00000022837,Nphp2,Nphp5,141000.0,19,
IMCD3,Nphp2,SP|Q71LX8|Q71LX8_MOUSE,ENSMUSG00000028344,ENSMUSG00000023944,Nphp2,Hsp90ab1,6500.0,2,
IMCD3,Nphp2,SP|B1AQC9|B1AQC9_MOUSE,ENSMUSG00000028344,ENSMUSG00000017405,Nphp2,Nek8,100000.0,15,
IMCD3,Nphp1,UC|71536|PIR||KRHU2,ENSMUSG00000027378,ENSG00000167768,Nphp1,KRT1,28000.0,4,
IMCD3,Nphp1,UC|P81605|DCD_HUMAN,ENSMUSG00000027378,ENSG00000161634,Nphp1,DCD,40600.0,8,
IMCD3,Nphp1,UC|1346343SP|P04264|K2C1_HUMAN,ENSMUSG00000027378,ENSG00000167768,Nphp1,KRT1,1325000.0,187,
IMCD3,Nphp1,UC|1903216|GNL|PID|E255375,ENSMUSG00000027378,Keratin,Nphp1,Keratin,14000.0,4,
IMCD3,Nphp1,UC|547749SP|P13645|K1CJ_HUMAN,ENSMUSG00000027378,ENSG00000186395,Nphp1,KRT10,1521000.0,178,
IMCD3,Nphp1,SP|Q6P9L1|Q6P9L1_MOUSE,ENSMUSG00000027378,ENSMUSG00000013629,Nphp1,Cad,6100.0,2,
IMCD3,Nphp1,UC|1903220|GNL|PID|E255346,ENSMUSG00000027378,Keratin,Nphp1,Keratin,360000.0,43,
IMCD3,Nphp1,UC|254622|BBS|112352,ENSMUSG00000027378,Keratin,Nphp1,Keratin,458000.0,65,
IMCD3,Nphp1,UC|1082558|PIR||S41161,ENSMUSG00000027378,ENSG00000171403,Nphp1,KRT9,355600.0,71,
IMCD3,Nphp1,SP|A2APS1|A2APS1_MOUSE,ENSMUSG00000027378,ENSMUSG00000027378,Nphp1,Nphp1,2172000.0,115,
IMCD3,Nphp1,SP|P38647|GRP75_MOUSE,ENSMUSG00000027378,ENSMUSG00000024359,Nphp1,Hspa9,25000.0,6,
IMCD3,Nphp1,UC|125105SP|P13647|K2C5_HUMAN,ENSMUSG00000027378,ENSG00000186081,Nphp1,KRT5,74100.0,16,
IMCD3,Nphp1,SP|A1Z2X7|A1Z2X7_MOUSE,ENSMUSG00000027378,ENSMUSG00000027378,Nphp1,Nphp1,397000.0,62,
IMCD3,Nphp1,UC|1346344SP|P02538|K2CA_HUMAN,ENSMUSG00000027378,ENSG00000205420,Nphp1,KRT6A,85000.0,14,
IMCD3,Nphp1,UC|2119208|PIR||I37459,ENSMUSG00000027378,ENSG00000131738,Nphp1,KRT33B,150000.0,15,
IMCD3,Nphp1,UC|386644|BBS|134977,ENSMUSG00000027378,Keratin,Nphp1,Keratin,64000.0,5,
IMCD3,Nphp1,SP|B1AS30|B1AS30_MOUSE,ENSMUSG00000027378,ENSMUSG00000039577,Nphp1,Nphp4,606000.0,86,
IMCD3,Nphp1,UC|1363944|PIR||JC4313,ENSMUSG00000027378,ENSG00000186832,Nphp1,KRT16,43200.0,11,
IMCD3,Nphp1,UC|P02769|ALBU_BOVIN,ENSMUSG00000027378,ENSBTAG00000017121,Nphp1,BSA,9903000.0,559,
IMCD3,Nphp1,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000027378,ENSMUSG00000026864,Nphp1,Hspa5,48000.0,13,
IMCD3,Nphp1,UC|1903218|GNL|PID|E255345,ENSMUSG00000027378,Keratin,Nphp1,Keratin,61000.0,11,
IMCD3,Nphp1,SP|P63017|HSP7C_MOUSE,ENSMUSG00000027378,ENSMUSG00000015656,Nphp1,Hspa8,2247000.0,125,
IMCD3,Nphp1,SP|A5JUZ1|A5JUZ1_MOUSE,ENSMUSG00000027378,ENSMUSG00000020460,Nphp1,Rps27a,46000.0,6,
IMCD3,Nphp1,UC|125080SP|P02533|K1CN_HUMAN,ENSMUSG00000027378,ENSG00000186847,Nphp1,KRT14,53000.0,16,
IMCD3,Nphp1,SP|Q8CG73|FTM_MOUSE,ENSMUSG00000027378,ENSMUSG00000033282,Nphp1,Nphp8,524200.0,94,
IMCD3,Nphp1,SP|Q71LX8|Q71LX8_MOUSE,ENSMUSG00000027378,ENSMUSG00000023944,Nphp1,Hsp90ab1,30000.0,8,
IMCD3,Nphp1,SP|Q0VF70|Q0VF70_MOUSE,ENSMUSG00000027378,ENSMUSG00000027378,Nphp1,Nphp1,20000000.0,334,
IMCD3,Nphp1,SP|A1E2B8|A1E2B8_MOUSE,ENSMUSG00000027378,ENSMUSG00000067283,Nphp1,Hspa1a,39000.0,9,
IMCD3,Nphp1,SP|P07901|HS90A_MOUSE,ENSMUSG00000027378,ENSMUSG00000021270,Nphp1,Hsp90aa1,9600.0,2,
IMCD3,Nphp5,UC|71536|PIR||KRHU2,ENSMUSG00000022837,ENSG00000167768,Nphp5,KRT1,100000.0,6,
IMCD3,Nphp5,SP|Q6A078|CE290_MOUSE,ENSMUSG00000022837,ENSMUSG00000019971,Nphp5,Nphp6,57100.0,13,
IMCD3,Nphp5,UC|547749SP|P13645|K1CJ_HUMAN,ENSMUSG00000022837,ENSG00000186395,Nphp5,KRT10,696000.0,76,
IMCD3,Nphp5,SP|P33610|PRI2_MOUSE,ENSMUSG00000022837,ENSMUSG00000026134,Nphp5,Prim2,122000.0,23,
IMCD3,Nphp5,UC|254622|BBS|112352,ENSMUSG00000022837,Keratin,Nphp5,Keratin,363000.0,48,
IMCD3,Nphp5,UC|1082558|PIR||S41161,ENSMUSG00000022837,ENSG00000171403,Nphp5,KRT9,423400.0,57,
IMCD3,Nphp5,UC|125105SP|P13647|K2C5_HUMAN,ENSMUSG00000022837,ENSG00000186081,Nphp5,KRT5,4600.0,2,
IMCD3,Nphp5,SP|Q3U1G4|Q3U1G4_MOUSE,ENSMUSG00000022837,ENSMUSG00000036435,Nphp5,Exoc1,12000.0,4,
IMCD3,Nphp5,SP|P80317|TCPZ_MOUSE,ENSMUSG00000022837,ENSMUSG00000029447,Nphp5,Cct6a,11000.0,3,
IMCD3,Nphp5,SP|P62204|CALM_MOUSE,ENSMUSG00000022837,ENSMUSG00000036438,Nphp5,Calm3,740000.0,42,
IMCD3,Nphp5,UC|1363944|PIR||JC4313,ENSMUSG00000022837,ENSG00000186832,Nphp5,KRT16,40000.0,7,
IMCD3,Nphp5,SP|P28656|NP1L1_MOUSE,ENSMUSG00000022837,ENSMUSG00000058799,Nphp5,Nap1l1,17000.0,3,
IMCD3,Nphp5,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000022837,ENSMUSG00000026864,Nphp5,Hspa5,310000.0,28,
IMCD3,Nphp5,SP|A1E2B8|A1E2B8_MOUSE,ENSMUSG00000022837,ENSMUSG00000067283,Nphp5,Hspa1a,86000.0,12,
IMCD3,Nphp5,UC|1346343SP|P04264|K2C1_HUMAN,ENSMUSG00000022837,ENSG00000167768,Nphp5,KRT1,1654000.0,138,
IMCD3,Nphp5,UC|P81605|DCD_HUMAN,ENSMUSG00000022837,ENSG00000161634,Nphp5,DCD,14000.0,3,
IMCD3,Nphp5,SP|P80318|TCPG_MOUSE,ENSMUSG00000022837,ENSMUSG00000001416,Nphp5,Cct3,8900.0,2,
IMCD3,Nphp5,SP|Q6P9L1|Q6P9L1_MOUSE,ENSMUSG00000022837,ENSMUSG00000013629,Nphp5,Cad,30000.0,10,
IMCD3,Nphp5,SP|Q3TW93|Q3TW93_MOUSE,ENSMUSG00000022837,ENSMUSG00000024359,Nphp5,Hspa9,240000.0,25,
IMCD3,Nphp5,UC|1346344SP|P02538|K2CA_HUMAN,ENSMUSG00000022837,ENSG00000205420,Nphp5,KRT6A,50900.0,11,
IMCD3,Nphp5,SP|Q3TIH7|Q3TIH7_MOUSE,ENSMUSG00000022837,ENSMUSG00000000028,Nphp5,Cdc45,4800.0,2,
IMCD3,Nphp5,SP|Q80VF8|Q80VF8_MOUSE,ENSMUSG00000022837,ENSMUSG00000013629,Nphp5,Cad,14000.0,4,
IMCD3,Nphp5,UC|P02769|ALBU_BOVIN,ENSMUSG00000022837,ENSBTAG00000017121,Nphp5,BSA,7890000.0,316,
IMCD3,Nphp5,SP|Q7TN13|Q7TN13_MOUSE,ENSMUSG00000022837,ENSMUSG00000013629,Nphp5,Cad,11000.0,3,
IMCD3,Nphp5,SP|P63017|HSP7C_MOUSE,ENSMUSG00000022837,ENSMUSG00000015656,Nphp5,Hspa8,4580000.0,179,
IMCD3,Nphp5,SP|B1AU24|B1AU24_MOUSE,ENSMUSG00000022837,ENSMUSG00000036932,Nphp5,Aifm1,39000.0,9,
IMCD3,Nphp5,SP|A5JUZ1|A5JUZ1_MOUSE,ENSMUSG00000022837,ENSMUSG00000020460,Nphp5,Rps27a,49000.0,5,
IMCD3,Nphp5,SP|Q3TIR3|RIC8A_MOUSE,ENSMUSG00000022837,ENSMUSG00000025485,Nphp5,Ric8,11000.0,3,
IMCD3,Nphp5,SP|Q8BP00|IQCB1_MOUSE,ENSMUSG00000022837,ENSMUSG00000022837,Nphp5,Nphp5,80712000.0,581,
IMCD3,Nphp1,UC|71536|PIR||KRHU2,ENSMUSG00000027378,ENSG00000167768,Nphp1,KRT1,11000.0,4,52.5
IMCD3,Nphp1,UC|1346343SP|P04264|K2C1_HUMAN,ENSMUSG00000027378,ENSG00000167768,Nphp1,KRT1,631700.0,122,52.5
IMCD3,Nphp1,UC|547749SP|P13645|K1CJ_HUMAN,ENSMUSG00000027378,ENSG00000186395,Nphp1,KRT10,896000.0,122,48.1
IMCD3,Nphp1,UC|547751SP|Q04695|K1CQ_HUMAN,ENSMUSG00000027378,ENSG00000128422,Nphp1,KRT17,24500.0,10,26.4
IMCD3,Nphp1,UC|254622|BBS|112352,ENSMUSG00000027378,Keratin,Nphp1,Keratin,245000.0,35,
IMCD3,Nphp1,SP|P63038|CH60_MOUSE,ENSMUSG00000027378,ENSMUSG00000025980,Nphp1,Hspd1,4300.0,2,3.0
IMCD3,Nphp1,UC|1082558|PIR||S41161,ENSMUSG00000027378,ENSG00000171403,Nphp1,KRT9,210600.0,36,39.3
IMCD3,Nphp1,SP|P05213|TBA1B_MOUSE,ENSMUSG00000027378,ENSMUSG00000023004,Nphp1,Tuba1b,12000.0,4,9.1
IMCD3,Nphp1,SP|A2APS1|A2APS1_MOUSE,ENSMUSG00000027378,ENSMUSG00000027378,Nphp1,Nphp1,493000.0,56,84.6
IMCD3,Nphp1,UC|125105SP|P13647|K2C5_HUMAN,ENSMUSG00000027378,ENSG00000186081,Nphp1,KRT5,4200.0,2,29.2
IMCD3,Nphp1,SP|A1Z2X7|A1Z2X7_MOUSE,ENSMUSG00000027378,ENSMUSG00000027378,Nphp1,Nphp1,44500.0,11,84.6
IMCD3,Nphp1,UC|1346344SP|P02538|K2CA_HUMAN,ENSMUSG00000027378,ENSG00000205420,Nphp1,KRT6A,122400.0,17,29.8
IMCD3,Nphp1,SP|B1AS30|B1AS30_MOUSE,ENSMUSG00000027378,ENSMUSG00000039577,Nphp1,Nphp4,32000.0,6,33.3
IMCD3,Nphp1,SP|A2A513|A2A513_MOUSE,ENSMUSG00000027378,ENSMUSG00000019761,Nphp1,Krt10,15300.0,4,18.2
IMCD3,Nphp1,SP|B1B178|B1B178_MOUSE,ENSMUSG00000027378,ENSMUSG00000001525,Nphp1,Tubb5,2300.0,1,6.1
IMCD3,Nphp1,UC|P02769|ALBU_BOVIN,ENSMUSG00000027378,ENSBTAG00000017121,Nphp1,BSA,1265000.0,142,79.0
IMCD3,Nphp1,SP|A2AM57|A2AM57_MOUSE,ENSMUSG00000027378,ENSMUSG00000028344,Nphp1,Nphp2,27000.0,6,11.8
IMCD3,Nphp1,UC|125080SP|P02533|K1CN_HUMAN,ENSMUSG00000027378,ENSG00000186847,Nphp1,KRT14,5000.0,2,30.9
IMCD3,Nphp1,SP|Q3UM23|Q3UM23_MOUSE,ENSMUSG00000027378,ENSMUSG00000038650,Nphp1,Rnh1,103000.0,24,30.0
IMCD3,Nphp2,SP|P68368|TBA4A_MOUSE,ENSMUSG00000028344,ENSMUSG00000026202,Nphp2,Tuba4a,5800.0,2,13.8
IMCD3,Nphp2,UC|71536|PIR||KRHU2,ENSMUSG00000028344,ENSG00000167768,Nphp2,KRT1,257000.0,14,66.8
IMCD3,Nphp2,SP|Q3THB3|Q3THB3_MOUSE,ENSMUSG00000028344,ENSMUSG00000059208,Nphp2,Hnrnpm,5200.0,2,3.8
IMCD3,Nphp2,UC|547749SP|P13645|K1CJ_HUMAN,ENSMUSG00000028344,ENSG00000186395,Nphp2,KRT10,7185000.0,562,64.7
IMCD3,Nphp2,UC|547751SP|Q04695|K1CQ_HUMAN,ENSMUSG00000028344,ENSG00000128422,Nphp2,KRT17,1340200.0,65,61.3
IMCD3,Nphp2,UC|1082558|PIR||S41161,ENSMUSG00000028344,ENSG00000171403,Nphp2,KRT9,3484100.0,368,59.2
